Количество комнат;Парковка;Стоимость;Регион;Название дома (ЖК);Лифт грузовой (кол-во);Балкон/лоджия;Тип дома;Кол-во раздельных санузлов;Ремонт;Расстояние до метро
1.0;Неизвестно;9483000;Москва;ЖК «Лефортово парк»;1.0;Балкон;Монолитный;0.0;Отсутсвует;0.833
1.0;Неизвестно;10535700;Москва;ЖК «Лефортово парк»;1.0;Балкон;Монолитный;0.0;Отсутсвует;0.833
3.0;Неизвестно;19258440;Москва;ЖК «Лефортово парк»;1.0;Балкон;Монолитный;0.0;Отсутсвует;0.833
4.0;Неизвестно;20519830;Москва;ЖК «Лефортово парк»;1.0;Нет;Монолитный;0.0;Отсутсвует;0.833
0.0;Неизвестно;6566790;Москва;ЖК «Лефортово парк»;1.0;Балкон;Монолитный;0.0;Отсутсвует;0.833
2.0;Неизвестно;7020860;Люберецкий;ЖК «Люберецкий»;1.0;Нет;Панельный;0.0;Отсутсвует;1.25
4.0;Неизвестно;9263860;Люберецкий;ЖК «Люберецкий»;1.0;Нет;Панельный;0.0;Отсутсвует;1.25
3.0;Неизвестно;7885570;Люберецкий;ЖК «Люберецкий»;1.0;Нет;Панельный;2.0;Отсутсвует;1.25
1.0;Неизвестно;4639394;Люберецкий;ЖК «Люберецкий»;2.0;Нет;Панельный;0.0;Отсутсвует;1.25
1.0;Неизвестно;5339840;Люберецкий;ЖК «Люберецкий»;1.0;Нет;Панельный;0.0;Отсутсвует;1.25
1.0;Неизвестно;4981680;Люберецкий;ЖК «Люберецкий»;1.0;Нет;Панельный;0.0;Отсутсвует;1.25
2.0;Неизвестно;6258000;Люберецкий;ЖК «Люберецкий»;1.0;Нет;Панельный;1.0;Отсутсвует;1.25
2.0;Неизвестно;6093900;Люберецкий;ЖК «Люберецкий»;1.0;Нет;Панельный;2.0;Отсутсвует;1.25
2.0;Неизвестно;6049820;Люберецкий;ЖК «Люберецкий»;1.0;Нет;Панельный;2.0;Отсутсвует;1.25
2.0;Неизвестно;5956830;Люберецкий;ЖК «Люберецкий»;1.0;Нет;Панельный;2.0;Отсутсвует;1.25
3.0;Неизвестно;7542300;Люберецкий;ЖК «Люберецкий»;2.0;Нет;Панельный;2.0;Отсутсвует;1.25
1.0;Неизвестно;5303760;Люберецкий;ЖК «Люберецкий»;1.0;Нет;Панельный;0.0;Отсутсвует;1.25
3.0;Неизвестно;7590960;Люберецкий;ЖК «Люберецкий»;2.0;Нет;Панельный;2.0;Отсутсвует;1.25
4.0;Неизвестно;13516470;Москва;ЖК «Саларьево парк»;1.0;Нет;Монолитный;0.0;Отсутсвует;0.9996
0.0;Неизвестно;4603200;Балашихинский;ЖК «Измайловский лес»;1.0;Нет;Монолитный;0.0;Отсутсвует;1.5
4.0;Неизвестно;9626120;Балашихинский;ЖК «Измайловский лес»;1.0;Нет;Монолитный;0.0;Отсутсвует;1.5
2.0;Неизвестно;6570234;Балашихинский;ЖК «Измайловский лес»;1.0;Нет;Монолитный;0.0;Отсутсвует;1.5
1.0;Неизвестно;5074740;Балашихинский;ЖК «Измайловский лес»;1.0;Нет;Монолитный;0.0;Отсутсвует;1.5
2.0;Неизвестно;6037470;Люберецкий;ЖК «Люберецкий»;2.0;Нет;Панельный;2.0;Отсутсвует;1.25
3.0;Неизвестно;7566630;Люберецкий;ЖК «Люберецкий»;1.0;Нет;Панельный;2.0;Отсутсвует;1.25
2.0;Неизвестно;6101550;Люберецкий;ЖК «Люберецкий»;2.0;Нет;Панельный;2.0;Отсутсвует;1.25
1.0;Неизвестно;4821370;Люберецкий;ЖК «Люберецкий»;1.0;Нет;Панельный;0.0;Отсутсвует;1.25
2.0;Неизвестно;5949450;Люберецкий;ЖК «Люберецкий»;2.0;Нет;Панельный;2.0;Отсутсвует;1.25
3.0;Неизвестно;7091280;Люберецкий;ЖК «Люберецкий»;2.0;Нет;Панельный;0.0;Отсутсвует;1.25
3.0;Неизвестно;7325640;Люберецкий;ЖК «Люберецкий»;2.0;Нет;Панельный;0.0;Отсутсвует;1.25
2.0;Неизвестно;5877240;Люберецкий;ЖК «Люберецкий»;2.0;Нет;Панельный;1.0;Отсутсвует;1.25
2.0;Неизвестно;6532920;Люберецкий;ЖК «Люберецкий»;1.0;Нет;Панельный;2.0;Отсутсвует;1.25
2.0;Неизвестно;6613650;Люберецкий;ЖК «Люберецкий»;1.0;Нет;Панельный;2.0;Отсутсвует;1.25
1.0;Неизвестно;4976280;Люберецкий;ЖК «Люберецкий»;1.0;Нет;Панельный;0.0;Отсутсвует;1.25
1.0;Неизвестно;4835160;Люберецкий;ЖК «Люберецкий»;2.0;Нет;Панельный;0.0;Отсутсвует;1.25
3.0;Неизвестно;6387250;Люберецкий;ЖК «Белая Дача парк»;2.0;Нет;Панельный;2.0;Отсутсвует;0.75
1.0;Неизвестно;3618720;Люберецкий;ЖК «Белая Дача парк»;2.0;Нет;Панельный;0.0;Отсутсвует;0.75
2.0;Неизвестно;5860400;Люберецкий;ЖК «Белая Дача парк»;2.0;Нет;Панельный;2.0;Отсутсвует;0.75
2.0;Неизвестно;7450000;Ленинский;ЖК «Бутово парк»;2.0;Балкон;Панельный;0.0;Отсутсвует;0.75
2.0;Неизвестно;11002520;Москва;ЖК «Римского-Корсакова 11»;1.0;Нет;Панельный;2.0;Отсутсвует;0.75
2.0;Неизвестно;11130180;Москва;ЖК «Римского-Корсакова 11»;1.0;Нет;Панельный;0.0;Отсутсвует;0.75
2.0;Неизвестно;11643060;Москва;ЖК «Римского-Корсакова 11»;1.0;Нет;Панельный;2.0;Отсутсвует;0.75
2.0;Неизвестно;11069520;Москва;ЖК «Римского-Корсакова 11»;2.0;Нет;Панельный;2.0;Отсутсвует;0.75
2.0;Неизвестно;11266000;Москва;ЖК «Римского-Корсакова 11»;1.0;Нет;Панельный;2.0;Отсутсвует;0.75
2.0;Неизвестно;10869810;Москва;ЖК «Римского-Корсакова 11»;1.0;Нет;Панельный;2.0;Отсутсвует;0.75
1.0;Неизвестно;7696120;Москва;ЖК «Римского-Корсакова 11»;2.0;Нет;Панельный;0.0;Отсутсвует;0.75
3.0;Неизвестно;7981820;Красногорск;ЖК «Путилково»;1.0;Нет;Панельный;0.0;Отсутсвует;1.25
3.0;Неизвестно;8366580;Красногорск;ЖК «Путилково»;1.0;Нет;Панельный;0.0;Отсутсвует;1.25
3.0;Неизвестно;8691330;Красногорск;ЖК «Путилково»;1.0;Балкон;Панельный;0.0;Отсутсвует;1.25
3.0;Неизвестно;8781210;Красногорск;ЖК «Путилково»;1.0;Балкон;Панельный;0.0;Отсутсвует;1.25
2.0;Неизвестно;11223000;Москва;ЖК «Ясеневая 14»;1.0;Нет;Монолитный;0.0;Отсутсвует;0.5
2.0;Неизвестно;10981700;Москва;ЖК «Ясеневая 14»;2.0;Нет;Монолитный;2.0;Отсутсвует;0.5
2.0;Неизвестно;10160150;Москва;ЖК «Ясеневая 14»;2.0;Нет;Монолитный;2.0;Отсутсвует;0.5
2.0;Неизвестно;10186400;Москва;ЖК «Ясеневая 14»;1.0;Нет;Монолитный;2.0;Отсутсвует;0.5
1.0;Неизвестно;7209860;Москва;ЖК «Ясеневая 14»;1.0;Нет;Монолитный;0.0;Отсутсвует;0.5
2.0;Неизвестно;12234770;Москва;ЖК «Ясеневая 14»;2.0;Нет;Монолитный;0.0;Отсутсвует;0.5
2.0;Неизвестно;10986080;Москва;ЖК «Ясеневая 14»;2.0;Нет;Монолитный;2.0;Отсутсвует;0.5
2.0;Неизвестно;10127240;Москва;ЖК «Ясеневая 14»;1.0;Нет;Монолитный;2.0;Отсутсвует;0.5
2.0;Неизвестно;11301120;Москва;ЖК «Ясеневая 14»;1.0;Нет;Монолитный;0.0;Отсутсвует;0.5
2.0;Неизвестно;10287000;Москва;ЖК «Ясеневая 14»;1.0;Нет;Монолитный;2.0;Отсутсвует;0.5
2.0;Неизвестно;9473920;Москва;ЖК «Ясеневая 14»;2.0;Нет;Монолитный;2.0;Отсутсвует;0.5
1.0;Неизвестно;7202960;Москва;ЖК «Ясеневая 14»;1.0;Нет;Монолитный;0.0;Отсутсвует;0.5
2.0;Неизвестно;10323360;Москва;ЖК «Ясеневая 14»;1.0;Нет;Монолитный;2.0;Отсутсвует;0.5
0.0;Неизвестно;6440960;Москва;ЖК «Ясеневая 14»;1.0;Нет;Монолитный;0.0;Отсутсвует;0.5
2.0;Неизвестно;10471000;Москва;ЖК «Ясеневая 14»;2.0;Нет;Монолитный;2.0;Отсутсвует;0.5
2.0;Неизвестно;9556880;Москва;ЖК «Ясеневая 14»;1.0;Нет;Монолитный;2.0;Отсутсвует;0.5
3.0;Неизвестно;16496070;Москва;ЖК «Ясеневая 14»;1.0;Нет;Монолитный;0.0;Отсутсвует;0.5
2.0;Неизвестно;9509280;Москва;ЖК «Ясеневая 14»;1.0;Нет;Монолитный;2.0;Отсутсвует;0.5
2.0;Неизвестно;9935350;Москва;ЖК «Ясеневая 14»;1.0;Нет;Монолитный;2.0;Отсутсвует;0.5
2.0;Неизвестно;10456600;Москва;ЖК «Ясеневая 14»;1.0;Нет;Монолитный;2.0;Отсутсвует;0.5
3.0;Неизвестно;12184400;Москва;ЖК «Ясеневая 14»;1.0;Нет;Монолитный;0.0;Отсутсвует;0.5
3.0;Неизвестно;15331840;Москва;ЖК «Ясеневая 14»;1.0;Нет;Монолитный;0.0;Отсутсвует;0.5
2.0;Неизвестно;6385522;Красногорск;ЖК «Путилково»;2.0;Нет;Панельный;2.0;Отсутсвует;1.25
2.0;Неизвестно;12269310;Москва;ЖК «Полярная 25»;2.0;Нет;Монолитный;0.0;Отсутсвует;0.5
2.0;Неизвестно;12179860;Москва;ЖК «Полярная 25»;2.0;Нет;Монолитный;0.0;Отсутсвует;0.5
3.0;Неизвестно;14108620;Москва;ЖК «Полярная 25»;1.0;Нет;Монолитный;0.0;Отсутсвует;0.5
2.0;Неизвестно;11031665;Москва;ЖК «Полярная 25»;2.0;Нет;Монолитный;2.0;Отсутсвует;0.5
0.0;Неизвестно;4339440;Москва;ЖК «Полярная 25»;1.0;Нет;Монолитный;0.0;Отсутсвует;0.5
1.0;Неизвестно;7199150;Москва;ЖК «Полярная 25»;2.0;Нет;Монолитный;0.0;Отсутсвует;0.5
2.0;Неизвестно;9312800;Москва;ЖК «Столичные поляны»;1.0;Нет;Монолитный;0.0;Отсутсвует;0.9163
2.0;Неизвестно;9713190;Красногорский;ЖК «Митино парк»;2.0;Нет;Монолитный;2.0;Отсутсвует;0.5
2.0;Неизвестно;9672320;Красногорский;ЖК «Митино парк»;2.0;Нет;Монолитный;2.0;Отсутсвует;0.5
2.0;Неизвестно;10269150;Красногорский;ЖК «Митино парк»;1.0;Нет;Монолитный;0.0;Отсутсвует;0.5
3.0;Неизвестно;10269480;Красногорский;ЖК «Митино парк»;1.0;Нет;Монолитный;0.0;Отсутсвует;0.5
3.0;Неизвестно;13367800;Красногорский;ЖК «Митино парк»;2.0;Нет;Монолитный;0.0;Отсутсвует;0.5
3.0;Неизвестно;13296600;Красногорский;ЖК «Митино парк»;2.0;Нет;Монолитный;0.0;Отсутсвует;0.5
2.0;Неизвестно;9848520;Красногорский;ЖК «Митино парк»;1.0;Нет;Монолитный;2.0;Отсутсвует;0.5
3.0;Неизвестно;11945670;Красногорский;ЖК «Митино парк»;1.0;Нет;Монолитный;2.0;Отсутсвует;0.5
2.0;Неизвестно;9592540;Красногорский;ЖК «Митино парк»;1.0;Нет;Монолитный;2.0;Отсутсвует;0.5
2.0;Неизвестно;12078680;Красногорский;ЖК «Митино парк»;2.0;Нет;Монолитный;0.0;Отсутсвует;0.5
2.0;Неизвестно;11778080;Красногорский;ЖК «Митино парк»;1.0;Нет;Монолитный;0.0;Отсутсвует;0.5
2.0;Неизвестно;10269150;Красногорский;ЖК «Митино парк»;1.0;Нет;Монолитный;0.0;Отсутсвует;0.5
2.0;Неизвестно;10255770;Красногорский;ЖК «Митино парк»;1.0;Нет;Монолитный;0.0;Отсутсвует;0.5
2.0;Неизвестно;10059420;Красногорский;ЖК «Митино парк»;2.0;Нет;Монолитный;2.0;Отсутсвует;0.5
2.0;Неизвестно;9842700;Красногорский;ЖК «Митино парк»;2.0;Нет;Монолитный;2.0;Отсутсвует;0.5
2.0;Неизвестно;9554880;Красногорский;ЖК «Митино парк»;1.0;Нет;Монолитный;2.0;Отсутсвует;0.5
2.0;Неизвестно;9603300;Красногорский;ЖК «Митино парк»;1.0;Нет;Монолитный;2.0;Отсутсвует;0.5
2.0;Неизвестно;10571620;Красногорский;ЖК «Митино парк»;2.0;Нет;Монолитный;2.0;Отсутсвует;0.5
3.0;Неизвестно;15503450;Красногорский;ЖК «Митино парк»;2.0;Балкон;Монолитный;0.0;Отсутсвует;0.5
3.0;Неизвестно;15941800;Красногорский;ЖК «Митино парк»;2.0;Нет;Монолитный;2.0;Отсутсвует;0.5
1.0;Неизвестно;8428770;Москва;ЖК «Лефортово парк»;2.0;Балкон;Монолитный;0.0;Отсутсвует;0.833
1.0;Неизвестно;10351250;Москва;ЖК «Лефортово парк»;2.0;Нет;Монолитный;0.0;Отсутсвует;0.833
1.0;Неизвестно;8704200;Москва;ЖК «Лефортово парк»;2.0;Нет;Монолитный;0.0;Отсутсвует;0.833
2.0;Неизвестно;12365080;Москва;ЖК «Лефортово парк»;2.0;Нет;Монолитный;2.0;Отсутсвует;0.833
4.0;Неизвестно;20629440;Москва;ЖК «Лефортово парк»;2.0;Балкон;Монолитный;0.0;Отсутсвует;0.833
2.0;Неизвестно;11368890;Москва;ЖК «Лефортово парк»;2.0;Балкон;Монолитный;0.0;Отсутсвует;0.833
2.0;Неизвестно;11251890;Москва;ЖК «Лефортово парк»;2.0;Балкон;Монолитный;0.0;Отсутсвует;0.833
2.0;Неизвестно;8882730;Москва;ЖК «Саларьево парк»;1.0;Балкон;Монолитный;1.0;Отсутсвует;0.9996
3.0;Неизвестно;9893450;Москва;ЖК «Саларьево парк»;1.0;Балкон;Монолитный;2.0;Отсутсвует;0.9163
3.0;Неизвестно;10712980;Москва;ЖК «Саларьево парк»;1.0;Нет;Монолитный;2.0;Отсутсвует;0.9996
4.0;Неизвестно;11138280;Москва;ЖК «Саларьево парк»;1.0;Нет;Монолитный;0.0;Отсутсвует;0.9996
3.0;Неизвестно;10808330;Мытищи;ЖК «Ярославский»;2.0;Нет;Монолитный;0.0;Отсутсвует;1.75
2.0;Неизвестно;7377590;Мытищи;ЖК «Ярославский»;2.0;Нет;Монолитный;1.0;Отсутсвует;1.75
3.0;Неизвестно;11195880;Москва;ЖК «Саларьево парк»;2.0;Нет;Монолитный;0.0;Отсутсвует;0.9996
3.0;Неизвестно;12567800;Москва;ЖК «Саларьево парк»;2.0;Нет;Монолитный;0.0;Отсутсвует;0.9996
2.0;Неизвестно;10779030;Москва;ЖК «Мещерский лес»;1.0;Нет;Панельный;0.0;Отсутсвует;0.5831
2.0;Неизвестно;9522240;Москва;ЖК «Мещерский лес»;1.0;Нет;Панельный;2.0;Отсутсвует;0.5831
2.0;Неизвестно;9440340;Москва;ЖК «Мещерский лес»;2.0;Нет;Панельный;2.0;Отсутсвует;0.5831
2.0;Неизвестно;9568580;Москва;ЖК «Мещерский лес»;2.0;Нет;Панельный;2.0;Отсутсвует;0.5831
1.0;Неизвестно;7880040;Москва;ЖК «Мещерский лес»;1.0;Нет;Панельный;0.0;Отсутсвует;0.5831
2.0;Неизвестно;9817720;Москва;ЖК «Мещерский лес»;2.0;Нет;Панельный;2.0;Отсутсвует;0.5831
3.0;Неизвестно;11741730;Москва;ЖК «Мещерский лес»;1.0;Балкон;Панельный;0.0;Отсутсвует;0.5831
2.0;Неизвестно;11115350;Москва;ЖК «Мещерский лес»;1.0;Нет;Панельный;0.0;Отсутсвует;0.5831
2.0;Неизвестно;9555370;Москва;ЖК «Мещерский лес»;2.0;Нет;Панельный;2.0;Отсутсвует;0.5831
2.0;Неизвестно;9679460;Москва;ЖК «Мещерский лес»;2.0;Балкон;Панельный;2.0;Отсутсвует;0.5831
2.0;Неизвестно;9804960;Москва;ЖК «Мещерский лес»;1.0;Нет;Панельный;2.0;Отсутсвует;0.5831
2.0;Неизвестно;10222580;Москва;ЖК «Мещерский лес»;1.0;Балкон;Панельный;2.0;Отсутсвует;0.5831
2.0;Неизвестно;9596180;Москва;ЖК «Мещерский лес»;2.0;Нет;Панельный;2.0;Отсутсвует;0.5831
2.0;Неизвестно;10116160;Москва;ЖК «Мещерский лес»;1.0;Балкон;Панельный;2.0;Отсутсвует;0.5831
2.0;Неизвестно;9965100;Москва;ЖК «Мещерский лес»;2.0;Балкон;Панельный;2.0;Отсутсвует;0.5831
1.0;Неизвестно;7089420;Москва;ЖК «Мещерский лес»;2.0;Нет;Панельный;0.0;Отсутсвует;0.5831
3.0;Неизвестно;8756370;Москва;ЖК «Саларьево парк»;2.0;Нет;Панельный;2.0;Отсутсвует;0.9163
3.0;Неизвестно;8764280;Москва;ЖК «Саларьево парк»;2.0;Нет;Панельный;2.0;Отсутсвует;0.9163
2.0;Неизвестно;7456720;Москва;ЖК «Саларьево парк»;2.0;Нет;Панельный;2.0;Отсутсвует;0.9996
1.0;Неизвестно;6145629;Красногорск;ЖК «Путилково»;2.0;Нет;Панельный;0.0;Отсутсвует;1.25
3.0;Неизвестно;8067400;Красногорск;ЖК «Путилково»;2.0;Нет;Панельный;0.0;Отсутсвует;1.25
2.0;Неизвестно;5598840;Ленинский;ЖК «Восточное Бутово»;2.0;Нет;Панельный;2.0;Отсутсвует;1.75
2.0;Неизвестно;5320320;Ленинский;ЖК «Восточное Бутово»;2.0;Нет;Панельный;2.0;Отсутсвует;1.75
3.0;Неизвестно;6147000;Ленинский;ЖК «Восточное Бутово»;2.0;Нет;Панельный;2.0;Отсутсвует;1.75
1.0;Неизвестно;4444398;Красногорск;ЖК «Путилково»;1.0;Нет;Панельный;0.0;Отсутсвует;1.25
2.0;Неизвестно;6383200;Красногорск;ЖК «Путилково»;1.0;Нет;Панельный;1.0;Отсутсвует;1.25
3.0;Неизвестно;8491170;Красногорск;ЖК «Путилково»;1.0;Нет;Панельный;1.0;Отсутсвует;1.25
1.0;Неизвестно;4452210;Красногорск;ЖК «Путилково»;1.0;Нет;Панельный;0.0;Отсутсвует;1.25
2.0;Неизвестно;5373700;Люберецкий;ЖК «Люберцы парк»;1.0;Нет;Панельный;2.0;Отсутсвует;0.5
0.0;Неизвестно;2821500;Люберецкий;ЖК «Люберцы парк»;2.0;Нет;Панельный;0.0;Отсутсвует;0.5
3.0;Неизвестно;7120890;Люберецкий;ЖК «Люберцы парк»;1.0;Нет;Панельный;2.0;Отсутсвует;0.5
2.0;Неизвестно;4584300;Люберецкий;ЖК «Люберцы парк»;1.0;Нет;Панельный;0.0;Отсутсвует;0.5
2.0;Неизвестно;6708570;Люберецкий;ЖК «Люберцы парк»;1.0;Нет;Панельный;2.0;Отсутсвует;0.5
0.0;Неизвестно;3498300;Люберецкий;ЖК «Люберцы парк»;1.0;Нет;Панельный;0.0;Отсутсвует;0.5
2.0;Неизвестно;6683670;Люберецкий;ЖК «Люберцы парк»;1.0;Нет;Панельный;2.0;Отсутсвует;0.5
1.0;Неизвестно;5017500;Люберецкий;ЖК «Люберцы парк»;1.0;Нет;Панельный;0.0;Отсутсвует;0.5
1.0;Неизвестно;4385220;Люберецкий;ЖК «Люберцы парк»;2.0;Нет;Панельный;0.0;Отсутсвует;0.5
2.0;Неизвестно;5459520;Люберецкий;ЖК «Люберцы парк»;2.0;Нет;Панельный;2.0;Отсутсвует;0.5
1.0;Неизвестно;4914920;Люберецкий;ЖК «Люберцы парк»;1.0;Нет;Панельный;0.0;Отсутсвует;0.5
2.0;Неизвестно;5813300;Люберецкий;ЖК «Люберцы парк»;1.0;Нет;Панельный;1.0;Отсутсвует;0.5
1.0;Неизвестно;7730580;Москва;ЖК «Мещерский лес»;1.0;Нет;Панельный;0.0;Отсутсвует;0.5831
2.0;Неизвестно;10773400;Москва;ЖК «Мещерский лес»;1.0;Балкон;Панельный;2.0;Отсутсвует;0.5831
0.0;Неизвестно;7071980;Москва;ЖК «Лефортово парк»;2.0;Нет;Монолитный;0.0;Отсутсвует;0.833
2.0;Неизвестно;10968650;Москва;ЖК «Лефортово парк»;2.0;Нет;Монолитный;0.0;Отсутсвует;0.833
2.0;Неизвестно;13494600;Москва;ЖК «Лефортово парк»;2.0;Балкон;Монолитный;2.0;Отсутсвует;0.833
2.0;Неизвестно;12623410;Москва;ЖК «Лефортово парк»;2.0;Нет;Монолитный;0.0;Отсутсвует;0.833
2.0;Неизвестно;8719360;Москва;ЖК «Ясеневая 14»;2.0;Нет;Монолитный;2.0;Отсутсвует;0.5
1.0;Неизвестно;7131960;Москва;ЖК «Ясеневая 14»;2.0;Нет;Монолитный;0.0;Отсутсвует;0.5
1.0;Неизвестно;6264550;Москва;ЖК «Ясеневая 14»;2.0;Нет;Монолитный;0.0;Отсутсвует;0.5
2.0;Неизвестно;8253440;Москва;ЖК «Ясеневая 14»;1.0;Нет;Монолитный;2.0;Отсутсвует;0.5
2.0;Неизвестно;9840960;Москва;ЖК «Ясеневая 14»;1.0;Нет;Монолитный;2.0;Отсутсвует;0.5
2.0;Неизвестно;8506620;Москва;ЖК «Ясеневая 14»;2.0;Нет;Монолитный;2.0;Отсутсвует;0.5
2.0;Неизвестно;10039950;Москва;ЖК «Ясеневая 14»;1.0;Нет;Монолитный;2.0;Отсутсвует;0.5
3.0;Неизвестно;12781360;Москва;ЖК «Ясеневая 14»;2.0;Нет;Монолитный;2.0;Отсутсвует;0.5
2.0;Неизвестно;11732550;Москва;ЖК «Ясеневая 14»;1.0;Нет;Монолитный;0.0;Отсутсвует;0.5
2.0;Неизвестно;9925380;Москва;ЖК «Ясеневая 14»;1.0;Нет;Монолитный;2.0;Отсутсвует;0.5
2.0;Неизвестно;9058860;Москва;ЖК «Ясеневая 14»;1.0;Нет;Монолитный;2.0;Отсутсвует;0.5
2.0;Неизвестно;7835520;Москва;ЖК «Ясеневая 14»;1.0;Нет;Монолитный;0.0;Отсутсвует;0.5
2.0;Неизвестно;8968590;Москва;ЖК «Ясеневая 14»;2.0;Нет;Монолитный;2.0;Отсутсвует;0.5
2.0;Неизвестно;8330240;Москва;ЖК «Ясеневая 14»;1.0;Нет;Монолитный;2.0;Отсутсвует;0.5
3.0;Неизвестно;12604220;Москва;ЖК «Ясеневая 14»;2.0;Нет;Монолитный;2.0;Отсутсвует;0.5
3.0;Неизвестно;12838130;Москва;ЖК «Ясеневая 14»;1.0;Нет;Монолитный;2.0;Отсутсвует;0.5
2.0;Неизвестно;9887690;Москва;ЖК «Ясеневая 14»;1.0;Нет;Монолитный;2.0;Отсутсвует;0.5
2.0;Неизвестно;9675580;Москва;ЖК «Ясеневая 14»;1.0;Нет;Монолитный;2.0;Отсутсвует;0.5
3.0;Неизвестно;12886790;Москва;ЖК «Ясеневая 14»;1.0;Нет;Монолитный;2.0;Отсутсвует;0.5
2.0;Неизвестно;9036500;Москва;ЖК «Ясеневая 14»;2.0;Нет;Монолитный;2.0;Отсутсвует;0.5
2.0;Неизвестно;9961250;Москва;ЖК «Ясеневая 14»;1.0;Нет;Монолитный;2.0;Отсутсвует;0.5
2.0;Неизвестно;8947350;Москва;ЖК «Ясеневая 14»;2.0;Нет;Монолитный;2.0;Отсутсвует;0.5
2.0;Неизвестно;7437338;Москва;ЖК «Ясеневая 14»;1.0;Нет;Монолитный;0.0;Отсутсвует;0.5
2.0;Неизвестно;8920800;Москва;ЖК «Ясеневая 14»;2.0;Нет;Монолитный;2.0;Отсутсвует;0.5
3.0;Неизвестно;12546170;Москва;ЖК «Ясеневая 14»;1.0;Нет;Монолитный;2.0;Отсутсвует;0.5
2.0;Неизвестно;8962300;Москва;ЖК «Ясеневая 14»;2.0;Нет;Монолитный;2.0;Отсутсвует;0.5
2.0;Неизвестно;9667010;Москва;ЖК «Ясеневая 14»;1.0;Нет;Монолитный;2.0;Отсутсвует;0.5
2.0;Неизвестно;10035360;Москва;ЖК «Ясеневая 14»;1.0;Нет;Монолитный;2.0;Отсутсвует;0.5
3.0;Неизвестно;10969900;Москва;ЖК «Ясеневая 14»;2.0;Нет;Монолитный;2.0;Отсутсвует;0.5
0.0;Неизвестно;4668000;Москва;ЖК «Ясеневая 14»;1.0;Нет;Монолитный;0.0;Отсутсвует;0.5
2.0;Неизвестно;11564420;Москва;ЖК «Ясеневая 14»;1.0;Нет;Монолитный;0.0;Отсутсвует;0.5
3.0;Неизвестно;10923880;Москва;ЖК «Ясеневая 14»;2.0;Нет;Монолитный;0.0;Отсутсвует;0.5
3.0;Неизвестно;11030470;Москва;ЖК «Ясеневая 14»;2.0;Нет;Монолитный;2.0;Отсутсвует;0.5
3.0;Неизвестно;12692150;Москва;ЖК «Ясеневая 14»;1.0;Нет;Монолитный;2.0;Отсутсвует;0.5
2.0;Неизвестно;8904870;Москва;ЖК «Ясеневая 14»;2.0;Нет;Монолитный;0.0;Отсутсвует;0.5
2.0;Неизвестно;8545280;Москва;ЖК «Ясеневая 14»;2.0;Нет;Монолитный;2.0;Отсутсвует;0.5
3.0;Неизвестно;12919230;Москва;ЖК «Ясеневая 14»;1.0;Нет;Монолитный;2.0;Отсутсвует;0.5
2.0;Неизвестно;10855900;Москва;ЖК «Ясеневая 14»;1.0;Нет;Монолитный;2.0;Отсутсвует;0.5
2.0;Неизвестно;9732420;Москва;ЖК «Ясеневая 14»;1.0;Нет;Монолитный;2.0;Отсутсвует;0.5
2.0;Неизвестно;9752830;Москва;ЖК «Ясеневая 14»;1.0;Нет;Монолитный;2.0;Отсутсвует;0.5
2.0;Неизвестно;9851610;Москва;ЖК «Ясеневая 14»;1.0;Нет;Монолитный;2.0;Отсутсвует;0.5
2.0;Неизвестно;9572390;Москва;ЖК «Ясеневая 14»;1.0;Нет;Монолитный;2.0;Отсутсвует;0.5
3.0;Неизвестно;12521840;Москва;ЖК «Ясеневая 14»;1.0;Нет;Монолитный;2.0;Отсутсвует;0.5
2.0;Неизвестно;9685400;Москва;ЖК «Ясеневая 14»;1.0;Нет;Монолитный;2.0;Отсутсвует;0.5
2.0;Неизвестно;9481340;Москва;ЖК «Ясеневая 14»;1.0;Нет;Монолитный;2.0;Отсутсвует;0.5
2.0;Неизвестно;8673280;Москва;ЖК «Ясеневая 14»;2.0;Нет;Монолитный;2.0;Отсутсвует;0.5
2.0;Неизвестно;9875430;Москва;ЖК «Ясеневая 14»;1.0;Нет;Монолитный;2.0;Отсутсвует;0.5
1.0;Неизвестно;6807240;Москва;ЖК «Ясеневая 14»;1.0;Нет;Монолитный;0.0;Отсутсвует;0.5
2.0;Неизвестно;8601600;Москва;ЖК «Ясеневая 14»;1.0;Нет;Монолитный;2.0;Отсутсвует;0.5
2.0;Неизвестно;8542440;Москва;ЖК «Ясеневая 14»;1.0;Нет;Монолитный;2.0;Отсутсвует;0.5
0.0;Неизвестно;4574000;Москва;ЖК «Ясеневая 14»;1.0;Нет;Монолитный;0.0;Отсутсвует;0.5
2.0;Неизвестно;8427520;Москва;ЖК «Ясеневая 14»;1.0;Нет;Монолитный;2.0;Отсутсвует;0.5
2.0;Неизвестно;8704000;Москва;ЖК «Ясеневая 14»;1.0;Нет;Монолитный;2.0;Отсутсвует;0.5
2.0;Неизвестно;9851610;Москва;ЖК «Ясеневая 14»;1.0;Нет;Монолитный;2.0;Отсутсвует;0.5
3.0;Неизвестно;7029600;Красногорск;ЖК «Путилково»;1.0;Нет;Панельный;1.0;Отсутсвует;1.25
3.0;Неизвестно;7101000;Красногорск;ЖК «Путилково»;1.0;Нет;Панельный;1.0;Отсутсвует;1.25
3.0;Неизвестно;7182380;Красногорск;ЖК «Путилково»;1.0;Нет;Панельный;1.0;Отсутсвует;1.25
